,Store,ds,y,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Date_dayofweek,Date_month,Date_year,Date_day,IsHoliday_label,Type_B,Type_C
147,2,2010-03-05,1991013.13,202307,47.17,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,4,3,2010,5,0,0,0
4294,31,2010-03-05,1384870.51,203750,48.61,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,4,3,2010,5,0,0,0
5295,38,2010-03-05,372239.89,39690,53.77,2.987,0.0,0.0,0.0,0.0,0.0,126.5782857,13.975,4,3,2010,5,0,0,1
2721,20,2010-03-05,2119213.72,203742,31.75,2.777,0.0,0.0,0.0,0.0,0.0,204.4940734,8.187,4,3,2010,5,0,0,0
3436,25,2010-03-05,665750.0599999999,128107,29.45,2.777,0.0,0.0,0.0,0.0,0.0,204.4940734,8.187,4,3,2010,5,0,1,0
2864,21,2010-03-05,747444.32,140167,48.61,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,4,3,2010,5,0,1,0
4866,35,2010-03-05,1162610.27,103681,38.07,2.777,0.0,0.0,0.0,0.0,0.0,135.5732602,9.262,4,3,2010,5,0,1,0
290,3,2010-03-05,415202.04000000004,37392,53.04,2.625,0.0,0.0,0.0,0.0,0.0,214.6751386,7.368,4,3,2010,5,0,1,0
5152,37,2010-03-05,519255.68,39910,51.33,2.625,0.0,0.0,0.0,0.0,0.0,210.1092746,8.554,4,3,2010,5,0,0,1
2292,17,2010-03-05,783300.05,93188,31.58,2.681,0.0,0.0,0.0,0.0,0.0,126.5782857,6.548,4,3,2010,5,0,1,0
862,7,2010-03-05,491419.55000000005,70713,35.86,2.62,0.0,0.0,0.0,0.0,0.0,189.6695049,9.014,4,3,2010,5,0,1,0
1291,10,2010-03-05,1987090.09,126512,55.92,2.877,0.0,0.0,0.0,0.0,0.0,126.5782857,9.765,4,3,2010,5,0,1,0
4151,30,2010-03-05,472591.07,42988,48.61,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,4,3,2010,5,0,0,1
1577,12,2010-03-05,1077018.27,112238,53.77,2.987,0.0,0.0,0.0,0.0,0.0,126.5782857,13.975,4,3,2010,5,0,1,0
433,4,2010-03-05,1971057.44,205863,43.49,2.654,0.0,0.0,0.0,0.0,0.0,126.5782857,8.623,4,3,2010,5,0,0,0
5438,39,2010-03-05,1266254.21,184109,50.93,2.625,0.0,0.0,0.0,0.0,0.0,210.1092746,8.554,4,3,2010,5,0,0,0
2149,16,2010-03-05,444181.85,57197,27.92,2.62,0.0,0.0,0.0,0.0,0.0,189.6695049,7.039,4,3,2010,5,0,1,0
2435,18,2010-03-05,1179738.5,120653,37.17,2.766,0.0,0.0,0.0,0.0,0.0,131.735,9.202,4,3,2010,5,0,1,0
5867,42,2010-03-05,554972.42,39690,55.92,2.877,0.0,0.0,0.0,0.0,0.0,126.5782857,9.765,4,3,2010,5,0,0,1
1434,11,2010-03-05,1426622.65,207499,53.96,2.625,0.0,0.0,0.0,0.0,0.0,214.6751386,7.368,4,3,2010,5,0,0,0
5009,36,2010-03-05,480203.43,39910,51.33,2.574,0.0,0.0,0.0,0.0,0.0,210.1092746,8.554,4,3,2010,5,0,0,0
1720,13,2010-03-05,1939980.43,219622,40.65,2.681,0.0,0.0,0.0,0.0,0.0,126.5782857,8.316,4,3,2010,5,0,0,0
6010,43,2010-03-05,658600.05,41062,52.89,2.625,0.0,0.0,0.0,0.0,0.0,203.3117653,9.521,4,3,2010,5,0,0,1
4008,29,2010-03-05,535087.91,93638,36.82,2.766,0.0,0.0,0.0,0.0,0.0,131.735,10.064,4,3,2010,5,0,1,0
6153,44,2010-03-05,284617.27,39910,40.65,2.681,0.0,0.0,0.0,0.0,0.0,126.5782857,8.119,4,3,2010,5,0,0,1
2006,15,2010-03-05,605325.43,123737,31.79,2.919,0.0,0.0,0.0,0.0,0.0,131.735,8.35,4,3,2010,5,0,1,0
5581,40,2010-03-05,990152.28,155083,34.78,2.766,0.0,0.0,0.0,0.0,0.0,131.735,5.892,4,3,2010,5,0,0,0
3722,27,2010-03-05,1313729.72,204184,38.07,2.919,0.0,0.0,0.0,0.0,0.0,135.5732602,8.237,4,3,2010,5,0,0,0
576,5,2010-03-05,288855.71,34875,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566,4,3,2010,5,0,1,0
5724,41,2010-03-05,1063557.49,196321,32.49,2.62,0.0,0.0,0.0,0.0,0.0,189.6695049,7.541,4,3,2010,5,0,0,0
1005,8,2010-03-05,881503.95,155078,45.64,2.625,0.0,0.0,0.0,0.0,0.0,214.7216592,6.299,4,3,2010,5,0,0,0
6296,45,2010-03-05,777951.22,118221,37.13,2.777,0.0,0.0,0.0,0.0,0.0,182.1201566,8.992,4,3,2010,5,0,1,0
4437,32,2010-03-05,1066566.74,203007,37.72,2.62,0.0,0.0,0.0,0.0,0.0,189.6695049,9.014,4,3,2010,5,0,0,0
4580,33,2010-03-05,291484.89,39690,59.17,2.877,0.0,0.0,0.0,0.0,0.0,126.5782857,10.115,4,3,2010,5,0,0,0
719,6,2010-03-05,1601348.82,202505,49.63,2.625,0.0,0.0,0.0,0.0,0.0,212.8745193,7.259,4,3,2010,5,0,0,0
3579,26,2010-03-05,1005669.58,152513,28.6,2.766,0.0,0.0,0.0,0.0,0.0,131.735,8.488,4,3,2010,5,0,0,0
4723,34,2010-03-05,918295.79,158114,42.65,2.654,0.0,0.0,0.0,0.0,0.0,126.5782857,9.521,4,3,2010,5,0,0,0
2578,19,2010-03-05,1495844.57,203819,32.92,2.919,0.0,0.0,0.0,0.0,0.0,131.735,8.35,4,3,2010,5,0,0,0
5582,40,2010-03-12,899352.4,155083,35.1,2.805,0.0,0.0,0.0,0.0,0.0,131.784,5.892,4,3,2010,12,0,0,0
720,6,2010-03-12,1558621.36,202505,58.82,2.667,0.0,0.0,0.0,0.0,0.0,212.9037017,7.259,4,3,2010,12,0,0,0
291,3,2010-03-12,384200.69,37392,63.08,2.667,0.0,0.0,0.0,0.0,0.0,214.7027646,7.368,4,3,2010,12,0,1,0
1292,10,2010-03-12,1941346.13,126512,52.33,3.034,0.0,0.0,0.0,0.0,0.0,126.6042857,9.765,4,3,2010,12,0,1,0
2436,18,2010-03-12,1138800.32,120653,42.39,2.805,0.0,0.0,0.0,0.0,0.0,131.784,9.202,4,3,2010,12,0,1,0
5296,38,2010-03-12,342023.92,39690,50.11,2.925,0.0,0.0,0.0,0.0,0.0,126.6042857,13.975,4,3,2010,12,0,0,1
863,7,2010-03-12,480452.1,70713,27.25,2.684,0.0,0.0,0.0,0.0,0.0,189.7372075,9.014,4,3,2010,12,0,1,0
2722,20,2010-03-12,2010974.84,203742,43.82,2.818,0.0,0.0,0.0,0.0,0.0,204.5250598,8.187,4,3,2010,12,0,0,0
1149,9,2010-03-12,494145.8,125833,55.76,2.667,0.0,0.0,0.0,0.0,0.0,214.932899,6.415,4,3,2010,12,0,1,0
434,4,2010-03-12,1894324.09,205863,49.63,2.704,0.0,0.0,0.0,0.0,0.0,126.6042857,8.623,4,3,2010,12,0,0,0
3723,27,2010-03-12,1925113.1199999999,204184,45.98,2.938,0.0,0.0,0.0,0.0,0.0,135.6270013,8.237,4,3,2010,12,0,0,0
4295,31,2010-03-12,1366193.35,203750,57.1,2.667,0.0,0.0,0.0,0.0,0.0,211.037551,8.324,4,3,2010,12,0,0,0
2150,16,2010-03-12,445393.74,57197,28.64,2.684,0.0,0.0,0.0,0.0,0.0,189.7372075,7.039,4,3,2010,12,0,1,0
5868,42,2010-03-12,588363.62,39690,52.33,3.034,0.0,0.0,0.0,0.0,0.0,126.6042857,9.765,4,3,2010,12,0,0,1
6011,43,2010-03-12,645386.9400000001,41062,53.67,2.667,0.0,0.0,0.0,0.0,0.0,203.3436582,9.521,4,3,2010,12,0,0,1
2007,15,2010-03-12,604173.59,123737,41.39,2.938,0.0,0.0,0.0,0.0,0.0,131.784,8.35,4,3,2010,12,0,1,0
5725,41,2010-03-12,1023997.71,196321,33.4,2.684,0.0,0.0,0.0,0.0,0.0,189.7372075,7.541,4,3,2010,12,0,0,0
577,5,2010-03-12,297293.58999999997,34875,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566,4,3,2010,12,0,1,0
4438,32,2010-03-12,1093319.3699999999,203007,39.88,2.684,0.0,0.0,0.0,0.0,0.0,189.7372075,9.014,4,3,2010,12,0,0,0
3580,26,2010-03-12,963382.09,152513,31.1,2.805,0.0,0.0,0.0,0.0,0.0,131.784,8.488,4,3,2010,12,0,0,0
5439,39,2010-03-12,1244391.83,184109,61.88,2.667,0.0,0.0,0.0,0.0,0.0,210.1413607,8.554,4,3,2010,12,0,0,0
2579,19,2010-03-12,1467889.2,203819,39.06,2.938,0.0,0.0,0.0,0.0,0.0,131.784,8.35,4,3,2010,12,0,0,0
3866,28,2010-03-12,1326877.11,206302,50.11,2.925,0.0,0.0,0.0,0.0,0.0,126.6042857,13.975,4,3,2010,12,0,0,0
4152,30,2010-03-12,468189.93,42988,57.1,2.667,0.0,0.0,0.0,0.0,0.0,211.037551,8.324,4,3,2010,12,0,0,1
2865,21,2010-03-12,712312.89,140167,57.1,2.667,0.0,0.0,0.0,0.0,0.0,211.037551,8.324,4,3,2010,12,0,1,0
5153,37,2010-03-12,513015.35,39910,61.96,2.667,0.0,0.0,0.0,0.0,0.0,210.1413607,8.554,4,3,2010,12,0,0,1
2293,17,2010-03-12,763961.82,93188,29.71,2.733,0.0,0.0,0.0,0.0,0.0,126.6042857,6.548,4,3,2010,12,0,1,0
1006,8,2010-03-12,860336.16,155078,49.76,2.667,0.0,0.0,0.0,0.0,0.0,214.7492449,6.299,4,3,2010,12,0,0,0
6154,44,2010-03-12,272190.83,39910,37.62,2.733,0.0,0.0,0.0,0.0,0.0,126.6042857,8.119,4,3,2010,12,0,0,1
4009,29,2010-03-12,519042.49,93638,43.43,2.805,0.0,0.0,0.0,0.0,0.0,131.784,10.064,4,3,2010,12,0,1,0
3151,23,2010-03-12,1408082.96,114533,36.07,2.805,0.0,0.0,0.0,0.0,0.0,131.784,5.892,4,3,2010,12,0,1,0
3008,22,2010-03-12,967187.37,119557,43.43,2.805,0.0,0.0,0.0,0.0,0.0,135.6270013,8.283,4,3,2010,12,0,1,0
3437,25,2010-03-12,660619.99,128107,40.05,2.818,0.0,0.0,0.0,0.0,0.0,204.5250598,8.187,4,3,2010,12,0,1,0
4581,33,2010-03-12,312161.0,39690,55.61,3.034,0.0,0.0,0.0,0.0,0.0,126.6042857,10.115,4,3,2010,12,0,0,0
1864,14,2010-03-12,2156035.06,200898,45.8,2.818,0.0,0.0,0.0,0.0,0.0,182.1628441,8.992,4,3,2010,12,0,0,0
1578,12,2010-03-12,985594.23,112238,50.11,2.925,0.0,0.0,0.0,0.0,0.0,126.6042857,13.975,4,3,2010,12,0,1,0
1721,13,2010-03-12,1840686.94,219622,37.62,2.733,0.0,0.0,0.0,0.0,0.0,126.6042857,8.316,4,3,2010,12,0,0,0
4867,35,2010-03-12,1150344.39,103681,45.98,2.818,0.0,0.0,0.0,0.0,0.0,135.6270013,9.262,4,3,2010,12,0,1,0
4724,34,2010-03-12,921247.88,158114,42.26,2.704,0.0,0.0,0.0,0.0,0.0,126.6042857,9.521,4,3,2010,12,0,0,0
6297,45,2010-03-12,765687.4199999999,118221,45.8,2.818,0.0,0.0,0.0,0.0,0.0,182.1628441,8.992,4,3,2010,12,0,1,0
148,2,2010-03-12,1990483.78,202307,57.56,2.667,0.0,0.0,0.0,0.0,0.0,211.037551,8.324,4,3,2010,12,0,0,0
3294,24,2010-03-12,1309340.16,203819,42.31,2.938,0.0,0.0,0.0,0.0,0.0,131.784,8.326,4,3,2010,12,0,0,0
1435,11,2010-03-12,1331883.16,207499,64.1,2.667,0.0,0.0,0.0,0.0,0.0,214.7027646,7.368,4,3,2010,12,0,0,0
5,1,2010-03-12,1439541.59,151315,57.79,2.667,0.0,0.0,0.0,0.0,0.0,211.3806429,8.106,4,3,2010,12,0,0,0
5010,36,2010-03-12,441434.2,39910,61.96,2.619,0.0,0.0,0.0,0.0,0.0,210.1413607,8.554,4,3,2010,12,0,0,0
4439,32,2010-03-19,1059781.78,203007,42.43,2.692,0.0,0.0,0.0,0.0,0.0,189.734262,9.014,4,3,2010,19,0,0,0
3009,22,2010-03-19,966145.09,119557,46.03,2.834,0.0,0.0,0.0,0.0,0.0,135.6682247,8.283,4,3,2010,19,0,1,0
1007,8,2010-03-19,839911.0,155078,47.26,2.72,0.0,0.0,0.0,0.0,0.0,214.5764954,6.299,4,3,2010,19,0,0,0
721,6,2010-03-19,1693058.91,202505,56.55,2.72,0.0,0.0,0.0,0.0,0.0,212.7351935,7.259,4,3,2010,19,0,0,0
4296,31,2010-03-19,1332261.01,203750,54.68,2.72,0.0,0.0,0.0,0.0,0.0,210.8733316,8.324,4,3,2010,19,0,0,0
864,7,2010-03-19,574450.23,70713,29.04,2.692,0.0,0.0,0.0,0.0,0.0,189.734262,9.014,4,3,2010,19,0,1,0
2294,17,2010-03-19,752034.52,93188,33.96,2.782,0.0,0.0,0.0,0.0,0.0,126.6066452,6.548,4,3,2010,19,0,1,0
2151,16,2010-03-19,504307.35,57197,33.45,2.692,0.0,0.0,0.0,0.0,0.0,189.734262,7.039,4,3,2010,19,0,1,0
3438,25,2010-03-19,659795.84,128107,45.0,2.844,0.0,0.0,0.0,0.0,0.0,204.3782258,8.187,4,3,2010,19,0,1,0
2866,21,2010-03-19,727070.0,140167,54.68,2.72,0.0,0.0,0.0,0.0,0.0,210.8733316,8.324,4,3,2010,19,0,1,0
1579,12,2010-03-19,972088.34,112238,59.57,3.054,0.0,0.0,0.0,0.0,0.0,126.6066452,13.975,4,3,2010,19,0,1,0
5011,36,2010-03-19,428851.99,39910,59.56,2.701,0.0,0.0,0.0,0.0,0.0,209.9803208,8.554,4,3,2010,19,0,0,0
1722,13,2010-03-19,1879794.8900000001,219622,42.49,2.782,0.0,0.0,0.0,0.0,0.0,126.6066452,8.316,4,3,2010,19,0,0,0
1293,10,2010-03-19,1946875.06,126512,61.46,3.054,0.0,0.0,0.0,0.0,0.0,126.6066452,9.765,4,3,2010,19,0,1,0
4153,30,2010-03-19,445736.36,42988,54.68,2.72,0.0,0.0,0.0,0.0,0.0,210.8733316,8.324,4,3,2010,19,0,0,1
5154,37,2010-03-19,460020.74,39910,59.56,2.72,0.0,0.0,0.0,0.0,0.0,209.9803208,8.554,4,3,2010,19,0,0,1
4868,35,2010-03-19,1117536.09,103681,49.04,2.844,0.0,0.0,0.0,0.0,0.0,135.6682247,9.262,4,3,2010,19,0,1,0
435,4,2010-03-19,1897429.36,205863,55.19,2.743,0.0,0.0,0.0,0.0,0.0,126.6066452,8.623,4,3,2010,19,0,0,0
5869,42,2010-03-19,519914.1,39690,61.46,3.054,0.0,0.0,0.0,0.0,0.0,126.6066452,9.765,4,3,2010,19,0,0,1
5726,41,2010-03-19,1006597.6900000001,196321,36.7,2.692,0.0,0.0,0.0,0.0,0.0,189.734262,7.541,4,3,2010,19,0,0,0
1436,11,2010-03-19,1364207.0,207499,61.51,2.72,0.0,0.0,0.0,0.0,0.0,214.5301219,7.368,4,3,2010,19,0,0,0
6012,43,2010-03-19,668098.49,41062,56.0,2.72,0.0,0.0,0.0,0.0,0.0,203.195159,9.521,4,3,2010,19,0,0,1
292,3,2010-03-19,375328.58999999997,37392,60.42,2.72,0.0,0.0,0.0,0.0,0.0,214.5301219,7.368,4,3,2010,19,0,1,0
1150,9,2010-03-19,485744.61,125833,53.15,2.72,0.0,0.0,0.0,0.0,0.0,214.7597274,6.415,4,3,2010,19,0,1,0
4010,29,2010-03-19,496851.6,93638,46.03,2.834,0.0,0.0,0.0,0.0,0.0,131.8242903,10.064,4,3,2010,19,0,1,0
6298,45,2010-03-19,773819.49,118221,48.79,2.844,0.0,0.0,0.0,0.0,0.0,182.0779857,8.992,4,3,2010,19,0,1,0
5440,39,2010-03-19,1301590.1300000001,184109,58.62,2.72,0.0,0.0,0.0,0.0,0.0,209.9803208,8.554,4,3,2010,19,0,0,0
2437,18,2010-03-19,1087507.47,120653,45.42,2.834,0.0,0.0,0.0,0.0,0.0,131.8242903,9.202,4,3,2010,19,0,1,0
4725,34,2010-03-19,892070.82,158114,45.86,2.743,0.0,0.0,0.0,0.0,0.0,126.6066452,9.521,4,3,2010,19,0,0,0
3295,24,2010-03-19,1222511.29,203819,46.09,2.96,0.0,0.0,0.0,0.0,0.0,131.8242903,8.326,4,3,2010,19,0,0,0
5297,38,2010-03-19,333025.47,39690,59.57,3.054,0.0,0.0,0.0,0.0,0.0,126.6066452,13.975,4,3,2010,19,0,0,1
2723,20,2010-03-19,1951848.43,203742,47.32,2.844,0.0,0.0,0.0,0.0,0.0,204.3782258,8.187,4,3,2010,19,0,0,0
578,5,2010-03-19,281706.41,34875,55.46,2.72,0.0,0.0,0.0,0.0,0.0,211.770897,6.566,4,3,2010,19,0,1,0
2580,19,2010-03-19,1332940.35,203819,43.74,2.96,0.0,0.0,0.0,0.0,0.0,131.8242903,8.35,4,3,2010,19,0,0,0
2008,15,2010-03-19,593710.67,123737,44.69,2.96,0.0,0.0,0.0,0.0,0.0,131.8242903,8.35,4,3,2010,19,0,1,0
149,2,2010-03-19,1946070.8800000001,202307,54.52,2.72,0.0,0.0,0.0,0.0,0.0,210.8733316,8.324,4,3,2010,19,0,0,0
6155,44,2010-03-19,269624.2,39910,42.49,2.782,0.0,0.0,0.0,0.0,0.0,126.6066452,8.119,4,3,2010,19,0,0,1
3724,27,2010-03-19,1700627.97,204184,49.04,2.96,0.0,0.0,0.0,0.0,0.0,135.6682247,8.237,4,3,2010,19,0,0,0
3152,23,2010-03-19,1229008.32,114533,43.01,2.834,0.0,0.0,0.0,0.0,0.0,131.8242903,5.892,4,3,2010,19,0,1,0
1865,14,2010-03-19,2066219.3,200898,48.79,2.844,0.0,0.0,0.0,0.0,0.0,182.0779857,8.992,4,3,2010,19,0,0,0
4582,33,2010-03-19,282235.73,39690,64.6,3.054,0.0,0.0,0.0,0.0,0.0,126.6066452,10.115,4,3,2010,19,0,0,0
3867,28,2010-03-19,1279819.43,206302,59.57,3.054,0.0,0.0,0.0,0.0,0.0,126.6066452,13.975,4,3,2010,19,0,0,0
5583,40,2010-03-19,894865.3,155083,40.54,2.834,0.0,0.0,0.0,0.0,0.0,131.8242903,5.892,4,3,2010,19,0,0,0
6,1,2010-03-19,1472515.79,151315,54.58,2.72,0.0,0.0,0.0,0.0,0.0,211.215635,8.106,4,3,2010,19,0,0,0
3581,26,2010-03-19,903366.55,152513,35.34,2.834,0.0,0.0,0.0,0.0,0.0,131.8242903,8.488,4,3,2010,19,0,0,0
2295,17,2010-03-26,793097.64,93188,35.59,2.819,0.0,0.0,0.0,0.0,0.0,126.6050645,6.548,4,3,2010,26,0,1,0
5441,39,2010-03-26,1235094.66,184109,54.83,2.732,0.0,0.0,0.0,0.0,0.0,209.7870932,8.554,4,3,2010,26,0,0,0
4154,30,2010-03-26,442457.35000000003,42988,51.66,2.732,0.0,0.0,0.0,0.0,0.0,210.6766095,8.324,4,3,2010,26,0,0,1
2581,19,2010-03-26,1427023.45,203819,39.07,2.963,0.0,0.0,0.0,0.0,0.0,131.863129,8.35,4,3,2010,26,0,0,0
3868,28,2010-03-26,1245268.77,206302,60.06,3.083,0.0,0.0,0.0,0.0,0.0,126.6050645,13.975,4,3,2010,26,0,0,0
2009,15,2010-03-26,592111.49,123737,39.53,2.963,0.0,0.0,0.0,0.0,0.0,131.863129,8.35,4,3,2010,26,0,1,0
3296,24,2010-03-26,1258311.56,203819,48.87,2.963,0.0,0.0,0.0,0.0,0.0,131.863129,8.326,4,3,2010,26,0,0,0
1723,13,2010-03-26,1882095.98,219622,41.48,2.819,0.0,0.0,0.0,0.0,0.0,126.6050645,8.316,4,3,2010,26,0,0,0
579,5,2010-03-26,273282.97,34875,52.47,2.732,0.0,0.0,0.0,0.0,0.0,211.5718925,6.566,4,3,2010,26,0,1,0
3582,26,2010-03-26,893613.0,152513,35.26,2.831,0.0,0.0,0.0,0.0,0.0,131.863129,8.488,4,3,2010,26,0,0,0
2867,21,2010-03-26,686497.53,140167,51.66,2.732,0.0,0.0,0.0,0.0,0.0,210.6766095,8.324,4,3,2010,26,0,1,0
3153,23,2010-03-26,1310701.8,114533,38.59,2.831,0.0,0.0,0.0,0.0,0.0,131.863129,5.892,4,3,2010,26,0,1,0
4726,34,2010-03-26,880742.35,158114,42.91,2.752,0.0,0.0,0.0,0.0,0.0,126.6050645,9.521,4,3,2010,26,0,0,0
3010,22,2010-03-26,1012075.12,119557,48.56,2.831,0.0,0.0,0.0,0.0,0.0,135.7073618,8.283,4,3,2010,26,0,1,0
5870,42,2010-03-26,478021.68,39690,60.05,2.98,0.0,0.0,0.0,0.0,0.0,126.6050645,9.765,4,3,2010,26,0,0,1
1008,8,2010-03-26,772539.12,155078,46.51,2.732,0.0,0.0,0.0,0.0,0.0,214.3703567,6.299,4,3,2010,26,0,0,0
5727,41,2010-03-26,1015196.46,196321,32.3,2.717,0.0,0.0,0.0,0.0,0.0,189.7195417,7.541,4,3,2010,26,0,0,0
293,3,2010-03-26,359949.27,37392,57.06,2.732,0.0,0.0,0.0,0.0,0.0,214.3241011,7.368,4,3,2010,26,0,1,0
4297,31,2010-03-26,1229635.7,203750,51.66,2.732,0.0,0.0,0.0,0.0,0.0,210.6766095,8.324,4,3,2010,26,0,0,0
1151,9,2010-03-26,484946.56,125833,51.8,2.732,0.0,0.0,0.0,0.0,0.0,214.5531227,6.415,4,3,2010,26,0,1,0
3725,27,2010-03-26,1836714.84,204184,52.34,2.963,0.0,0.0,0.0,0.0,0.0,135.7073618,8.237,4,3,2010,26,0,0,0
4583,33,2010-03-26,262893.76,39690,64.09,2.98,0.0,0.0,0.0,0.0,0.0,126.6050645,10.115,4,3,2010,26,0,0,0
1866,14,2010-03-26,2050396.27,200898,54.36,2.854,0.0,0.0,0.0,0.0,0.0,181.9718697,8.992,4,3,2010,26,0,0,0
6156,44,2010-03-26,276279.49,39910,41.48,2.819,0.0,0.0,0.0,0.0,0.0,126.6050645,8.119,4,3,2010,26,0,0,1
722,6,2010-03-26,1472033.38,202505,53.74,2.732,0.0,0.0,0.0,0.0,0.0,212.533737,7.259,4,3,2010,26,0,0,0
5584,40,2010-03-26,873354.58,155083,39.51,2.831,0.0,0.0,0.0,0.0,0.0,131.863129,5.892,4,3,2010,26,0,0,0
6299,45,2010-03-26,782563.38,118221,54.36,2.854,0.0,0.0,0.0,0.0,0.0,181.9718697,8.992,4,3,2010,26,0,1,0
4011,29,2010-03-26,552985.34,93638,48.56,2.831,0.0,0.0,0.0,0.0,0.0,131.863129,10.064,4,3,2010,26,0,1,0
150,2,2010-03-26,1750197.81,202307,51.26,2.732,0.0,0.0,0.0,0.0,0.0,210.6766095,8.324,4,3,2010,26,0,0,0
2438,18,2010-03-26,1092704.09,120653,47.55,2.831,0.0,0.0,0.0,0.0,0.0,131.863129,9.202,4,3,2010,26,0,1,0
2724,20,2010-03-26,1894742.95,203742,50.49,2.854,0.0,0.0,0.0,0.0,0.0,204.201755,8.187,4,3,2010,26,0,0,0
7,1,2010-03-26,1404429.92,151315,51.45,2.732,0.0,0.0,0.0,0.0,0.0,211.0180424,8.106,4,3,2010,26,0,0,0
5298,38,2010-03-26,335858.11,39690,60.06,3.083,0.0,0.0,0.0,0.0,0.0,126.6050645,13.975,4,3,2010,26,0,0,1
2152,16,2010-03-26,483177.2,57197,29.88,2.717,0.0,0.0,0.0,0.0,0.0,189.7195417,7.039,4,3,2010,26,0,1,0
4440,32,2010-03-26,1076021.58,203007,36.59,2.717,0.0,0.0,0.0,0.0,0.0,189.7195417,9.014,4,3,2010,26,0,0,0
6013,43,2010-03-26,623097.9299999999,41062,54.53,2.732,0.0,0.0,0.0,0.0,0.0,203.0165945,9.521,4,3,2010,26,0,0,1
865,7,2010-03-26,514731.60000000003,70713,23.33,2.717,0.0,0.0,0.0,0.0,0.0,189.7195417,9.014,4,3,2010,26,0,1,0
1294,10,2010-03-26,1893532.46,126512,60.05,2.98,0.0,0.0,0.0,0.0,0.0,126.6050645,9.765,4,3,2010,26,0,1,0
4869,35,2010-03-26,1078900.44,103681,52.34,2.854,0.0,0.0,0.0,0.0,0.0,135.7073618,9.262,4,3,2010,26,0,1,0
5012,36,2010-03-26,404438.51,39910,55.76,2.711,0.0,0.0,0.0,0.0,0.0,209.7870932,8.554,4,3,2010,26,0,0,0
436,4,2010-03-26,1762539.3,205863,39.91,2.752,0.0,0.0,0.0,0.0,0.0,126.6050645,8.623,4,3,2010,26,0,0,0
5155,37,2010-03-26,515777.97,39910,55.76,2.732,0.0,0.0,0.0,0.0,0.0,209.7870932,8.554,4,3,2010,26,0,0,1
1580,12,2010-03-26,981615.8099999999,112238,60.06,3.083,0.0,0.0,0.0,0.0,0.0,126.6050645,13.975,4,3,2010,26,0,1,0
1437,11,2010-03-26,1245624.27,207499,58.09,2.732,0.0,0.0,0.0,0.0,0.0,214.3241011,7.368,4,3,2010,26,0,0,0
3439,25,2010-03-26,696687.6,128107,45.84,2.854,0.0,0.0,0.0,0.0,0.0,204.201755,8.187,4,3,2010,26,0,1,0
2153,16,2010-04-02,490503.69,57197,36.19,2.725,0.0,0.0,0.0,0.0,0.0,189.7048215,6.842,4,4,2010,2,0,1,0
5442,39,2010-04-02,1463942.62,184109,63.31,2.719,0.0,0.0,0.0,0.0,0.0,209.5938656,8.464,4,4,2010,2,0,0,0
2725,20,2010-04-02,2405395.22,203742,51.0,2.85,0.0,0.0,0.0,0.0,0.0,204.0252842,7.856,4,4,2010,2,0,0,0
5013,36,2010-04-02,435972.82,39910,63.43,2.708,0.0,0.0,0.0,0.0,0.0,209.5938656,8.464,4,4,2010,2,0,0,0
5871,42,2010-04-02,505907.41000000003,39690,63.66,3.086,0.0,0.0,0.0,0.0,0.0,126.6034839,9.524,4,4,2010,2,0,0,1
5299,38,2010-04-02,368929.55,39690,59.84,3.086,0.0,0.0,0.0,0.0,0.0,126.6034839,14.099,4,4,2010,2,0,0,1
151,2,2010-04-02,2066187.72,202307,63.27,2.719,0.0,0.0,0.0,0.0,0.0,210.4798874,8.2,4,4,2010,2,0,0,0
6300,45,2010-04-02,877235.96,118221,47.74,2.85,0.0,0.0,0.0,0.0,0.0,181.8657537,8.899,4,4,2010,2,0,1,0
1438,11,2010-04-02,1446210.26,207499,66.16,2.719,0.0,0.0,0.0,0.0,0.0,214.1180803,7.343,4,4,2010,2,0,0,0
1724,13,2010-04-02,2142482.14,219622,42.15,2.842,0.0,0.0,0.0,0.0,0.0,126.6034839,8.107,4,4,2010,2,0,0,0
4727,34,2010-04-02,979428.66,158114,50.07,2.74,0.0,0.0,0.0,0.0,0.0,126.6034839,9.593,4,4,2010,2,0,0,0
3726,27,2010-04-02,2053952.97,204184,46.9,2.957,0.0,0.0,0.0,0.0,0.0,135.7464988,8.058,4,4,2010,2,0,0,0
6014,43,2010-04-02,650102.8,41062,62.19,2.719,0.0,0.0,0.0,0.0,0.0,202.83803,9.593,4,4,2010,2,0,0,1
1152,9,2010-04-02,545206.32,125833,65.21,2.719,0.0,0.0,0.0,0.0,0.0,214.3465181,6.384,4,4,2010,2,0,1,0
4298,31,2010-04-02,1357600.68,203750,64.12,2.719,0.0,0.0,0.0,0.0,0.0,210.4798874,8.2,4,4,2010,2,0,0,0
437,4,2010-04-02,1979247.1199999999,205863,48.77,2.74,0.0,0.0,0.0,0.0,0.0,126.6034839,7.896,4,4,2010,2,0,0,0
